case_id,activity,start_timestamp,complete_timestamp
282,Receive Order,2025-12-19 06:58:15.346645,2025-12-19 07:01:15.346645
282,Validate Order,2025-12-19 07:01:15.346645,2025-12-19 07:04:15.346645
282,Approve Order,2025-12-19 07:04:15.346645,2025-12-19 07:06:15.346645
282,Execute Order,2025-12-19 07:06:15.346645,2025-12-19 07:14:15.346645
282,Close Order,2025-12-19 07:14:15.346645,2025-12-19 07:15:15.346645
283,Receive Order,2026-01-08 04:09:15.346645,2026-01-08 04:11:15.346645
283,Validate Order,2026-01-08 04:11:15.346645,2026-01-08 04:14:15.346645
283,Approve Order,2026-01-08 04:14:15.346645,2026-01-08 04:17:15.346645
283,Execute Order,2026-01-08 04:17:15.346645,2026-01-08 04:23:15.346645
283,Close Order,2026-01-08 04:23:15.346645,2026-01-08 04:25:15.346645
284,Receive Order,2026-01-01 09:28:15.346645,2026-01-01 09:30:15.346645
284,Validate Order,2026-01-01 09:30:15.346645,2026-01-01 09:34:15.346645
284,Approve Order,2026-01-01 09:34:15.346645,2026-01-01 09:38:15.346645
284,Execute Order,2026-01-01 09:38:15.346645,2026-01-01 09:47:15.346645
284,Close Order,2026-01-01 09:47:15.346645,2026-01-01 09:49:15.346645
285,Receive Order,2025-12-21 08:57:15.346645,2025-12-21 08:58:15.346645
285,Validate Order,2025-12-21 08:58:15.346645,2025-12-21 09:03:15.346645
285,Approve Order,2025-12-21 09:03:15.346645,2025-12-21 09:07:15.346645
285,Execute Order,2025-12-21 09:07:15.346645,2025-12-21 09:12:15.346645
285,Close Order,2025-12-21 09:12:15.346645,2025-12-21 09:13:15.346645
286,Receive Order,2026-01-05 03:14:15.346645,2026-01-05 03:16:15.346645
286,Validate Order,2026-01-05 03:16:15.346645,2026-01-05 03:19:15.346645
286,Approve Order,2026-01-05 03:19:15.346645,2026-01-05 03:23:15.346645
286,Execute Order,2026-01-05 03:23:15.346645,2026-01-05 03:31:15.346645
286,Close Order,2026-01-05 03:31:15.346645,2026-01-05 03:33:15.346645
287,Receive Order,2026-01-04 21:57:15.346645,2026-01-04 21:59:15.346645
287,Validate Order,2026-01-04 21:59:15.346645,2026-01-04 22:02:15.346645
287,Approve Order,2026-01-04 22:02:15.346645,2026-01-04 22:03:15.346645
287,Execute Order,2026-01-04 22:03:15.346645,2026-01-04 22:09:15.346645
287,Close Order,2026-01-04 22:09:15.346645,2026-01-04 22:11:15.346645
288,Receive Order,2025-12-15 08:58:15.346645,2025-12-15 09:00:15.346645
288,Validate Order,2025-12-15 09:00:15.346645,2025-12-15 09:04:15.346645
288,Approve Order,2025-12-15 09:04:15.346645,2025-12-15 09:08:15.346645
288,Execute Order,2025-12-15 09:08:15.346645,2025-12-15 09:17:15.346645
288,Close Order,2025-12-15 09:17:15.346645,2025-12-15 09:19:15.346645
289,Receive Order,2025-12-21 11:29:15.346645,2025-12-21 11:30:15.346645
289,Validate Order,2025-12-21 11:30:15.346645,2025-12-21 11:35:15.346645
289,Approve Order,2025-12-21 11:35:15.346645,2025-12-21 11:36:15.346645
289,Execute Order,2025-12-21 11:36:15.346645,2025-12-21 11:42:15.346645
289,Close Order,2025-12-21 11:42:15.346645,2025-12-21 11:43:15.346645
290,Receive Order,2026-01-02 18:47:15.346645,2026-01-02 18:50:15.346645
290,Validate Order,2026-01-02 18:50:15.346645,2026-01-02 18:54:15.346645
290,Approve Order,2026-01-02 18:54:15.346645,2026-01-02 18:57:15.346645
290,Execute Order,2026-01-02 18:57:15.346645,2026-01-02 19:03:15.346645
290,Execute Order,2026-01-02 19:03:15.346645,2026-01-02 19:09:15.346645
290,Close Order,2026-01-02 19:09:15.346645,2026-01-02 19:11:15.346645
291,Receive Order,2025-12-26 08:14:15.346645,2025-12-26 08:15:15.346645
291,Validate Order,2025-12-26 08:15:15.346645,2025-12-26 08:17:15.346645
291,Close Order,2025-12-26 08:17:15.346645,2025-12-26 08:18:15.346645
292,Receive Order,2025-12-29 13:03:15.346645,2025-12-29 13:04:15.346645
292,Validate Order,2025-12-29 13:04:15.346645,2025-12-29 13:06:15.346645
292,Close Order,2025-12-29 13:06:15.346645,2025-12-29 13:08:15.346645
293,Receive Order,2025-12-19 00:34:15.346645,2025-12-19 00:35:15.346645
293,Validate Order,2025-12-19 00:35:15.346645,2025-12-19 00:39:15.346645
293,Approve Order,2025-12-19 00:39:15.346645,2025-12-19 00:41:15.346645
293,Execute Order,2025-12-19 00:41:15.346645,2025-12-19 00:51:15.346645
293,Close Order,2025-12-19 00:51:15.346645,2025-12-19 00:53:15.346645
294,Receive Order,2025-12-30 10:18:15.346645,2025-12-30 10:21:15.346645
294,Validate Order,2025-12-30 10:21:15.346645,2025-12-30 10:24:15.346645
294,Approve Order,2025-12-30 10:24:15.346645,2025-12-30 10:28:15.346645
294,Execute Order,2025-12-30 10:28:15.346645,2025-12-30 10:38:15.346645
294,Close Order,2025-12-30 10:38:15.346645,2025-12-30 10:40:15.346645
295,Receive Order,2025-12-14 10:40:15.346645,2025-12-14 10:41:15.346645
295,Validate Order,2025-12-14 10:41:15.346645,2025-12-14 10:45:15.346645
295,Close Order,2025-12-14 10:45:15.346645,2025-12-14 10:47:15.346645
296,Receive Order,2025-12-29 14:42:15.346645,2025-12-29 14:45:15.346645
296,Validate Order,2025-12-29 14:45:15.346645,2025-12-29 14:48:15.346645
296,Approve Order,2025-12-29 14:48:15.346645,2025-12-29 14:52:15.346645
296,Execute Order,2025-12-29 14:52:15.346645,2025-12-29 14:58:15.346645
296,Close Order,2025-12-29 14:58:15.346645,2025-12-29 14:59:15.346645
297,Receive Order,2026-01-07 17:14:15.346645,2026-01-07 17:17:15.346645
297,Validate Order,2026-01-07 17:17:15.346645,2026-01-07 17:22:15.346645
297,Close Order,2026-01-07 17:22:15.346645,2026-01-07 17:24:15.346645
298,Receive Order,2025-12-15 03:50:15.346645,2025-12-15 03:53:15.346645
298,Validate Order,2025-12-15 03:53:15.346645,2025-12-15 03:55:15.346645
298,Approve Order,2025-12-15 03:55:15.346645,2025-12-15 03:58:15.346645
298,Execute Order,2025-12-15 03:58:15.346645,2025-12-15 04:03:15.346645
298,Close Order,2025-12-15 04:03:15.346645,2025-12-15 04:05:15.346645
299,Receive Order,2025-12-31 12:42:15.346645,2025-12-31 12:43:15.346645
299,Validate Order,2025-12-31 12:43:15.346645,2025-12-31 12:46:15.346645
299,Approve Order,2025-12-31 12:46:15.346645,2025-12-31 12:47:15.346645
299,Execute Order,2025-12-31 12:47:15.346645,2025-12-31 12:57:15.346645
299,Close Order,2025-12-31 12:57:15.346645,2025-12-31 12:58:15.346645
300,Receive Order,2025-12-23 05:20:15.346645,2025-12-23 05:23:15.346645
300,Validate Order,2025-12-23 05:23:15.346645,2025-12-23 05:27:15.346645
300,Approve Order,2025-12-23 05:27:15.346645,2025-12-23 05:31:15.346645
300,Execute Order,2025-12-23 05:31:15.346645,2025-12-23 05:39:15.346645
300,Close Order,2025-12-23 05:39:15.346645,2025-12-23 05:40:15.346645
301,Receive Order,2025-12-29 03:25:15.346645,2025-12-29 03:28:15.346645
301,Validate Order,2025-12-29 03:28:15.346645,2025-12-29 03:33:15.346645
301,Approve Order,2025-12-29 03:33:15.346645,2025-12-29 03:37:15.346645
301,Execute Order,2025-12-29 03:37:15.346645,2025-12-29 03:47:15.346645
301,Close Order,2025-12-29 03:47:15.346645,2025-12-29 03:49:15.346645
302,Receive Order,2025-12-17 20:16:15.346645,2025-12-17 20:17:15.346645
302,Validate Order,2025-12-17 20:17:15.346645,2025-12-17 20:20:15.346645
302,Approve Order,2025-12-17 20:20:15.346645,2025-12-17 20:21:15.346645
302,Execute Order,2025-12-17 20:21:15.346645,2025-12-17 20:30:15.346645
302,Close Order,2025-12-17 20:30:15.346645,2025-12-17 20:32:15.346645
303,Receive Order,2026-01-02 16:54:15.346645,2026-01-02 16:56:15.346645
303,Validate Order,2026-01-02 16:56:15.346645,2026-01-02 16:58:15.346645
303,Close Order,2026-01-02 16:58:15.346645,2026-01-02 17:00:15.346645
304,Receive Order,2026-01-10 19:04:15.346645,2026-01-10 19:05:15.346645
304,Validate Order,2026-01-10 19:05:15.346645,2026-01-10 19:08:15.346645
304,Close Order,2026-01-10 19:08:15.346645,2026-01-10 19:09:15.346645
305,Receive Order,2025-12-28 11:51:15.346645,2025-12-28 11:54:15.346645
305,Validate Order,2025-12-28 11:54:15.346645,2025-12-28 11:57:15.346645
305,Approve Order,2025-12-28 11:57:15.346645,2025-12-28 11:58:15.346645
305,Execute Order,2025-12-28 11:58:15.346645,2025-12-28 12:06:15.346645
305,Close Order,2025-12-28 12:06:15.346645,2025-12-28 12:07:15.346645
306,Receive Order,2025-12-16 23:46:15.346645,2025-12-16 23:47:15.346645
306,Validate Order,2025-12-16 23:47:15.346645,2025-12-16 23:51:15.346645
306,Close Order,2025-12-16 23:51:15.346645,2025-12-16 23:52:15.346645
307,Receive Order,2025-12-19 12:08:15.346645,2025-12-19 12:09:15.346645
307,Validate Order,2025-12-19 12:09:15.346645,2025-12-19 12:14:15.346645
307,Approve Order,2025-12-19 12:14:15.346645,2025-12-19 12:15:15.346645
307,Execute Order,2025-12-19 12:15:15.346645,2025-12-19 12:20:15.346645
307,Close Order,2025-12-19 12:20:15.346645,2025-12-19 12:21:15.346645
308,Receive Order,2025-12-19 22:13:15.346645,2025-12-19 22:15:15.346645
308,Validate Order,2025-12-19 22:15:15.346645,2025-12-19 22:17:15.346645
308,Close Order,2025-12-19 22:17:15.346645,2025-12-19 22:18:15.346645
309,Receive Order,2026-01-10 08:10:15.346645,2026-01-10 08:12:15.346645
309,Validate Order,2026-01-10 08:12:15.346645,2026-01-10 08:15:15.346645
309,Approve Order,2026-01-10 08:15:15.346645,2026-01-10 08:17:15.346645
309,Execute Order,2026-01-10 08:17:15.346645,2026-01-10 08:26:15.346645
309,Close Order,2026-01-10 08:26:15.346645,2026-01-10 08:27:15.346645
310,Receive Order,2026-01-07 21:18:15.346645,2026-01-07 21:19:15.346645
310,Validate Order,2026-01-07 21:19:15.346645,2026-01-07 21:24:15.346645
310,Approve Order,2026-01-07 21:24:15.346645,2026-01-07 21:26:15.346645
310,Execute Order,2026-01-07 21:26:15.346645,2026-01-07 21:32:15.346645
310,Close Order,2026-01-07 21:32:15.346645,2026-01-07 21:33:15.346645
311,Receive Order,2025-12-28 19:53:15.346645,2025-12-28 19:55:15.346645
311,Validate Order,2025-12-28 19:55:15.346645,2025-12-28 19:59:15.346645
311,Approve Order,2025-12-28 19:59:15.346645,2025-12-28 20:03:15.346645
311,Execute Order,2025-12-28 20:03:15.346645,2025-12-28 20:08:15.346645
311,Close Order,2025-12-28 20:08:15.346645,2025-12-28 20:10:15.346645
312,Receive Order,2025-12-16 21:15:15.346645,2025-12-16 21:17:15.346645
312,Validate Order,2025-12-16 21:17:15.346645,2025-12-16 21:22:15.346645
312,Approve Order,2025-12-16 21:22:15.346645,2025-12-16 21:24:15.346645
312,Execute Order,2025-12-16 21:24:15.346645,2025-12-16 21:33:15.346645
312,Close Order,2025-12-16 21:33:15.346645,2025-12-16 21:35:15.346645
313,Receive Order,2025-12-27 15:56:15.346645,2025-12-27 15:59:15.346645
313,Validate Order,2025-12-27 15:59:15.346645,2025-12-27 16:02:15.346645
313,Approve Order,2025-12-27 16:02:15.346645,2025-12-27 16:03:15.346645
313,Execute Order,2025-12-27 16:03:15.346645,2025-12-27 16:08:15.346645
313,Close Order,2025-12-27 16:08:15.346645,2025-12-27 16:09:15.346645
314,Receive Order,2025-12-16 07:52:15.346645,2025-12-16 07:54:15.346645
314,Validate Order,2025-12-16 07:54:15.346645,2025-12-16 07:59:15.346645
314,Close Order,2025-12-16 07:59:15.346645,2025-12-16 08:00:15.346645
315,Receive Order,2026-01-10 20:30:15.346645,2026-01-10 20:33:15.346645
315,Validate Order,2026-01-10 20:33:15.346645,2026-01-10 20:37:15.346645
315,Approve Order,2026-01-10 20:37:15.346645,2026-01-10 20:41:15.346645
315,Execute Order,2026-01-10 20:41:15.346645,2026-01-10 20:47:15.346645
315,Close Order,2026-01-10 20:47:15.346645,2026-01-10 20:49:15.346645
316,Receive Order,2025-12-28 09:53:15.346645,2025-12-28 09:55:15.346645
316,Validate Order,2025-12-28 09:55:15.346645,2025-12-28 09:58:15.346645
316,Approve Order,2025-12-28 09:58:15.346645,2025-12-28 10:02:15.346645
316,Execute Order,2025-12-28 10:02:15.346645,2025-12-28 10:09:15.346645
316,Close Order,2025-12-28 10:09:15.346645,2025-12-28 10:10:15.346645
317,Receive Order,2025-12-22 07:00:15.346645,2025-12-22 07:03:15.346645
317,Validate Order,2025-12-22 07:03:15.346645,2025-12-22 07:08:15.346645
317,Approve Order,2025-12-22 07:08:15.346645,2025-12-22 07:09:15.346645
317,Execute Order,2025-12-22 07:09:15.346645,2025-12-22 07:14:15.346645
317,Close Order,2025-12-22 07:14:15.346645,2025-12-22 07:15:15.346645
318,Receive Order,2025-12-19 16:47:15.346645,2025-12-19 16:48:15.346645
318,Validate Order,2025-12-19 16:48:15.346645,2025-12-19 16:51:15.346645
318,Approve Order,2025-12-19 16:51:15.346645,2025-12-19 16:52:15.346645
318,Execute Order,2025-12-19 16:52:15.346645,2025-12-19 16:57:15.346645
318,Close Order,2025-12-19 16:57:15.346645,2025-12-19 16:58:15.346645
319,Receive Order,2025-12-26 17:07:15.346645,2025-12-26 17:10:15.346645
319,Validate Order,2025-12-26 17:10:15.346645,2025-12-26 17:14:15.346645
319,Approve Order,2025-12-26 17:14:15.346645,2025-12-26 17:17:15.346645
319,Execute Order,2025-12-26 17:17:15.346645,2025-12-26 17:25:15.346645
319,Close Order,2025-12-26 17:25:15.346645,2025-12-26 17:27:15.346645
320,Receive Order,2026-01-02 22:25:15.346645,2026-01-02 22:26:15.346645
320,Validate Order,2026-01-02 22:26:15.346645,2026-01-02 22:28:15.346645
320,Approve Order,2026-01-02 22:28:15.346645,2026-01-02 22:29:15.346645
320,Execute Order,2026-01-02 22:29:15.346645,2026-01-02 22:34:15.346645
320,Execute Order,2026-01-02 22:34:15.346645,2026-01-02 22:40:15.346645
320,Close Order,2026-01-02 22:40:15.346645,2026-01-02 22:41:15.346645
321,Receive Order,2025-12-22 16:04:15.346645,2025-12-22 16:06:15.346645
321,Validate Order,2025-12-22 16:06:15.346645,2025-12-22 16:08:15.346645
321,Approve Order,2025-12-22 16:08:15.346645,2025-12-22 16:09:15.346645
321,Execute Order,2025-12-22 16:09:15.346645,2025-12-22 16:18:15.346645
321,Close Order,2025-12-22 16:18:15.346645,2025-12-22 16:20:15.346645
322,Receive Order,2026-01-06 01:36:15.346645,2026-01-06 01:38:15.346645
322,Validate Order,2026-01-06 01:38:15.346645,2026-01-06 01:40:15.346645
322,Approve Order,2026-01-06 01:40:15.346645,2026-01-06 01:43:15.346645
322,Execute Order,2026-01-06 01:43:15.346645,2026-01-06 01:52:15.346645
322,Close Order,2026-01-06 01:52:15.346645,2026-01-06 01:54:15.346645
323,Receive Order,2025-12-28 23:42:15.346645,2025-12-28 23:45:15.346645
323,Validate Order,2025-12-28 23:45:15.346645,2025-12-28 23:48:15.346645
323,Close Order,2025-12-28 23:48:15.346645,2025-12-28 23:49:15.346645
324,Receive Order,2025-12-28 06:31:15.346645,2025-12-28 06:32:15.346645
324,Validate Order,2025-12-28 06:32:15.346645,2025-12-28 06:34:15.346645
324,Approve Order,2025-12-28 06:34:15.346645,2025-12-28 06:37:15.346645
324,Execute Order,2025-12-28 06:37:15.346645,2025-12-28 06:44:15.346645
324,Close Order,2025-12-28 06:44:15.346645,2025-12-28 06:46:15.346645
325,Receive Order,2025-12-14 21:46:15.346645,2025-12-14 21:49:15.346645
325,Validate Order,2025-12-14 21:49:15.346645,2025-12-14 21:53:15.346645
325,Close Order,2025-12-14 21:53:15.346645,2025-12-14 21:55:15.346645
326,Receive Order,2025-12-22 17:04:15.346645,2025-12-22 17:05:15.346645
326,Validate Order,2025-12-22 17:05:15.346645,2025-12-22 17:09:15.346645
326,Close Order,2025-12-22 17:09:15.346645,2025-12-22 17:11:15.346645
327,Receive Order,2025-12-28 14:05:15.346645,2025-12-28 14:06:15.346645
327,Validate Order,2025-12-28 14:06:15.346645,2025-12-28 14:11:15.346645
327,Approve Order,2025-12-28 14:11:15.346645,2025-12-28 14:13:15.346645
327,Execute Order,2025-12-28 14:13:15.346645,2025-12-28 14:18:15.346645
327,Close Order,2025-12-28 14:18:15.346645,2025-12-28 14:19:15.346645
328,Receive Order,2026-01-02 07:00:15.346645,2026-01-02 07:01:15.346645
328,Validate Order,2026-01-02 07:01:15.346645,2026-01-02 07:04:15.346645
328,Close Order,2026-01-02 07:04:15.346645,2026-01-02 07:05:15.346645
329,Receive Order,2025-12-30 06:22:15.346645,2025-12-30 06:23:15.346645
329,Validate Order,2025-12-30 06:23:15.346645,2025-12-30 06:26:15.346645
329,Approve Order,2025-12-30 06:26:15.346645,2025-12-30 06:30:15.346645
329,Execute Order,2025-12-30 06:30:15.346645,2025-12-30 06:40:15.346645
329,Close Order,2025-12-30 06:40:15.346645,2025-12-30 06:42:15.346645
330,Receive Order,2025-12-14 18:40:15.346645,2025-12-14 18:43:15.346645
330,Validate Order,2025-12-14 18:43:15.346645,2025-12-14 18:45:15.346645
330,Approve Order,2025-12-14 18:45:15.346645,2025-12-14 18:49:15.346645
330,Execute Order,2025-12-14 18:49:15.346645,2025-12-14 18:56:15.346645
330,Close Order,2025-12-14 18:56:15.346645,2025-12-14 18:57:15.346645
331,Receive Order,2025-12-21 00:53:15.346645,2025-12-21 00:56:15.346645
331,Validate Order,2025-12-21 00:56:15.346645,2025-12-21 00:58:15.346645
331,Approve Order,2025-12-21 00:58:15.346645,2025-12-21 01:02:15.346645
331,Execute Order,2025-12-21 01:02:15.346645,2025-12-21 01:08:15.346645
331,Close Order,2025-12-21 01:08:15.346645,2025-12-21 01:10:15.346645
332,Receive Order,2025-12-17 14:36:15.346645,2025-12-17 14:37:15.346645
332,Validate Order,2025-12-17 14:37:15.346645,2025-12-17 14:41:15.346645
332,Approve Order,2025-12-17 14:41:15.346645,2025-12-17 14:42:15.346645
332,Execute Order,2025-12-17 14:42:15.346645,2025-12-17 14:51:15.346645
332,Close Order,2025-12-17 14:51:15.346645,2025-12-17 14:53:15.346645
333,Receive Order,2026-01-03 04:32:15.346645,2026-01-03 04:35:15.346645
333,Validate Order,2026-01-03 04:35:15.346645,2026-01-03 04:38:15.346645
333,Close Order,2026-01-03 04:38:15.346645,2026-01-03 04:40:15.346645
334,Receive Order,2026-01-02 06:20:15.346645,2026-01-02 06:23:15.346645
334,Validate Order,2026-01-02 06:23:15.346645,2026-01-02 06:27:15.346645
334,Approve Order,2026-01-02 06:27:15.346645,2026-01-02 06:31:15.346645
334,Execute Order,2026-01-02 06:31:15.346645,2026-01-02 06:38:15.346645
334,Close Order,2026-01-02 06:38:15.346645,2026-01-02 06:39:15.346645
335,Receive Order,2026-01-06 13:15:15.346645,2026-01-06 13:17:15.346645
335,Validate Order,2026-01-06 13:17:15.346645,2026-01-06 13:19:15.346645
335,Approve Order,2026-01-06 13:19:15.346645,2026-01-06 13:22:15.346645
335,Execute Order,2026-01-06 13:22:15.346645,2026-01-06 13:30:15.346645
335,Close Order,2026-01-06 13:30:15.346645,2026-01-06 13:31:15.346645
336,Receive Order,2025-12-21 12:35:15.346645,2025-12-21 12:36:15.346645
336,Validate Order,2025-12-21 12:36:15.346645,2025-12-21 12:38:15.346645
336,Approve Order,2025-12-21 12:38:15.346645,2025-12-21 12:40:15.346645
336,Execute Order,2025-12-21 12:40:15.346645,2025-12-21 12:50:15.346645
336,Close Order,2025-12-21 12:50:15.346645,2025-12-21 12:51:15.346645
337,Receive Order,2025-12-20 22:15:15.346645,2025-12-20 22:18:15.346645
337,Validate Order,2025-12-20 22:18:15.346645,2025-12-20 22:20:15.346645
337,Approve Order,2025-12-20 22:20:15.346645,2025-12-20 22:21:15.346645
337,Execute Order,2025-12-20 22:21:15.346645,2025-12-20 22:26:15.346645
337,Close Order,2025-12-20 22:26:15.346645,2025-12-20 22:28:15.346645
338,Receive Order,2026-01-02 06:12:15.346645,2026-01-02 06:13:15.346645
338,Validate Order,2026-01-02 06:13:15.346645,2026-01-02 06:15:15.346645
338,Approve Order,2026-01-02 06:15:15.346645,2026-01-02 06:16:15.346645
338,Execute Order,2026-01-02 06:16:15.346645,2026-01-02 06:25:15.346645
338,Close Order,2026-01-02 06:25:15.346645,2026-01-02 06:26:15.346645
339,Receive Order,2025-12-25 00:58:15.346645,2025-12-25 01:00:15.346645
339,Validate Order,2025-12-25 01:00:15.346645,2025-12-25 01:03:15.346645
339,Close Order,2025-12-25 01:03:15.346645,2025-12-25 01:05:15.346645
340,Receive Order,2025-12-20 04:02:15.346645,2025-12-20 04:04:15.346645
340,Validate Order,2025-12-20 04:04:15.346645,2025-12-20 04:07:15.346645
340,Approve Order,2025-12-20 04:07:15.346645,2025-12-20 04:11:15.346645
340,Execute Order,2025-12-20 04:11:15.346645,2025-12-20 04:18:15.346645
340,Close Order,2025-12-20 04:18:15.346645,2025-12-20 04:19:15.346645
341,Receive Order,2025-12-30 02:34:15.346645,2025-12-30 02:37:15.346645
341,Validate Order,2025-12-30 02:37:15.346645,2025-12-30 02:40:15.346645
341,Approve Order,2025-12-30 02:40:15.346645,2025-12-30 02:44:15.346645
341,Execute Order,2025-12-30 02:44:15.346645,2025-12-30 02:54:15.346645
341,Close Order,2025-12-30 02:54:15.346645,2025-12-30 02:56:15.346645
342,Receive Order,2025-12-22 18:44:15.346645,2025-12-22 18:46:15.346645
342,Validate Order,2025-12-22 18:46:15.346645,2025-12-22 18:49:15.346645
342,Approve Order,2025-12-22 18:49:15.346645,2025-12-22 18:52:15.346645
342,Execute Order,2025-12-22 18:52:15.346645,2025-12-22 18:58:15.346645
342,Close Order,2025-12-22 18:58:15.346645,2025-12-22 18:59:15.346645
343,Receive Order,2025-12-24 06:36:15.346645,2025-12-24 06:37:15.346645
343,Validate Order,2025-12-24 06:37:15.346645,2025-12-24 06:42:15.346645
343,Close Order,2025-12-24 06:42:15.346645,2025-12-24 06:43:15.346645
344,Receive Order,2026-01-09 17:22:15.346645,2026-01-09 17:24:15.346645
344,Validate Order,2026-01-09 17:24:15.346645,2026-01-09 17:29:15.346645
344,Approve Order,2026-01-09 17:29:15.346645,2026-01-09 17:32:15.346645
344,Execute Order,2026-01-09 17:32:15.346645,2026-01-09 17:38:15.346645
344,Close Order,2026-01-09 17:38:15.346645,2026-01-09 17:40:15.346645
345,Receive Order,2025-12-22 03:34:15.346645,2025-12-22 03:37:15.346645
345,Validate Order,2025-12-22 03:37:15.346645,2025-12-22 03:42:15.346645
345,Approve Order,2025-12-22 03:42:15.346645,2025-12-22 03:45:15.346645
345,Execute Order,2025-12-22 03:45:15.346645,2025-12-22 03:55:15.346645
345,Close Order,2025-12-22 03:55:15.346645,2025-12-22 03:56:15.346645
346,Receive Order,2025-12-18 03:00:15.346645,2025-12-18 03:01:15.346645
346,Validate Order,2025-12-18 03:01:15.346645,2025-12-18 03:04:15.346645
346,Close Order,2025-12-18 03:04:15.346645,2025-12-18 03:05:15.346645
347,Receive Order,2025-12-26 07:33:15.346645,2025-12-26 07:34:15.346645
347,Validate Order,2025-12-26 07:34:15.346645,2025-12-26 07:39:15.346645
347,Approve Order,2025-12-26 07:39:15.346645,2025-12-26 07:43:15.346645
347,Execute Order,2025-12-26 07:43:15.346645,2025-12-26 07:49:15.346645
347,Close Order,2025-12-26 07:49:15.346645,2025-12-26 07:51:15.346645
348,Receive Order,2025-12-19 08:49:15.346645,2025-12-19 08:51:15.346645
348,Validate Order,2025-12-19 08:51:15.346645,2025-12-19 08:55:15.346645
348,Approve Order,2025-12-19 08:55:15.346645,2025-12-19 08:59:15.346645
348,Execute Order,2025-12-19 08:59:15.346645,2025-12-19 09:09:15.346645
348,Close Order,2025-12-19 09:09:15.346645,2025-12-19 09:11:15.346645
349,Receive Order,2025-12-29 11:00:15.346645,2025-12-29 11:02:15.346645
349,Validate Order,2025-12-29 11:02:15.346645,2025-12-29 11:04:15.346645
349,Approve Order,2025-12-29 11:04:15.346645,2025-12-29 11:05:15.346645
349,Execute Order,2025-12-29 11:05:15.346645,2025-12-29 11:14:15.346645
349,Close Order,2025-12-29 11:14:15.346645,2025-12-29 11:16:15.346645
350,Receive Order,2026-01-06 19:49:15.346645,2026-01-06 19:52:15.346645
350,Validate Order,2026-01-06 19:52:15.346645,2026-01-06 19:55:15.346645
350,Close Order,2026-01-06 19:55:15.346645,2026-01-06 19:57:15.346645
351,Receive Order,2025-12-31 01:36:15.346645,2025-12-31 01:39:15.346645
351,Validate Order,2025-12-31 01:39:15.346645,2025-12-31 01:44:15.346645
351,Approve Order,2025-12-31 01:44:15.346645,2025-12-31 01:48:15.346645
351,Execute Order,2025-12-31 01:48:15.346645,2025-12-31 01:54:15.346645
351,Close Order,2025-12-31 01:54:15.346645,2025-12-31 01:56:15.346645
352,Receive Order,2025-12-26 07:47:15.346645,2025-12-26 07:48:15.346645
352,Validate Order,2025-12-26 07:48:15.346645,2025-12-26 07:51:15.346645
352,Approve Order,2025-12-26 07:51:15.346645,2025-12-26 07:55:15.346645
352,Execute Order,2025-12-26 07:55:15.346645,2025-12-26 08:02:15.346645
352,Close Order,2025-12-26 08:02:15.346645,2025-12-26 08:04:15.346645
353,Receive Order,2025-12-27 22:04:15.346645,2025-12-27 22:06:15.346645
353,Validate Order,2025-12-27 22:06:15.346645,2025-12-27 22:08:15.346645
353,Approve Order,2025-12-27 22:08:15.346645,2025-12-27 22:09:15.346645
353,Execute Order,2025-12-27 22:09:15.346645,2025-12-27 22:15:15.346645
353,Close Order,2025-12-27 22:15:15.346645,2025-12-27 22:16:15.346645
354,Receive Order,2025-12-22 10:14:15.346645,2025-12-22 10:15:15.346645
354,Validate Order,2025-12-22 10:15:15.346645,2025-12-22 10:19:15.346645
354,Close Order,2025-12-22 10:19:15.346645,2025-12-22 10:20:15.346645
355,Receive Order,2025-12-29 10:43:15.346645,2025-12-29 10:44:15.346645
355,Validate Order,2025-12-29 10:44:15.346645,2025-12-29 10:49:15.346645
355,Approve Order,2025-12-29 10:49:15.346645,2025-12-29 10:50:15.346645
355,Execute Order,2025-12-29 10:50:15.346645,2025-12-29 10:55:15.346645
355,Close Order,2025-12-29 10:55:15.346645,2025-12-29 10:56:15.346645
356,Receive Order,2025-12-14 08:09:15.346645,2025-12-14 08:11:15.346645
356,Validate Order,2025-12-14 08:11:15.346645,2025-12-14 08:15:15.346645
356,Approve Order,2025-12-14 08:15:15.346645,2025-12-14 08:19:15.346645
356,Execute Order,2025-12-14 08:19:15.346645,2025-12-14 08:26:15.346645
356,Close Order,2025-12-14 08:26:15.346645,2025-12-14 08:28:15.346645
357,Receive Order,2026-01-02 16:35:15.346645,2026-01-02 16:36:15.346645
357,Validate Order,2026-01-02 16:36:15.346645,2026-01-02 16:38:15.346645
357,Approve Order,2026-01-02 16:38:15.346645,2026-01-02 16:42:15.346645
357,Execute Order,2026-01-02 16:42:15.346645,2026-01-02 16:49:15.346645
357,Close Order,2026-01-02 16:49:15.346645,2026-01-02 16:50:15.346645
358,Receive Order,2025-12-13 12:59:15.346645,2025-12-13 13:01:15.346645
358,Validate Order,2025-12-13 13:01:15.346645,2025-12-13 13:03:15.346645
358,Approve Order,2025-12-13 13:03:15.346645,2025-12-13 13:04:15.346645
358,Execute Order,2025-12-13 13:04:15.346645,2025-12-13 13:14:15.346645
358,Close Order,2025-12-13 13:14:15.346645,2025-12-13 13:15:15.346645
359,Receive Order,2026-01-02 03:21:15.346645,2026-01-02 03:23:15.346645
359,Validate Order,2026-01-02 03:23:15.346645,2026-01-02 03:28:15.346645
